,Unnamed: 0,height,father,mother,gender,kids
126,126,74.0,71.0,69.0,0,5
127,127,73.0,71.0,69.0,0,5
128,128,72.0,71.0,69.0,0,5
129,129,67.0,71.0,69.0,1,5
130,130,73.2,71.0,67.0,0,4
131,131,73.0,71.0,67.0,0,4
132,132,69.0,71.0,67.0,0,4
133,133,67.0,71.0,67.0,1,4
134,134,70.0,71.0,66.0,0,4
135,135,67.0,71.0,66.0,1,4
136,136,67.0,71.0,66.0,1,4
137,137,66.5,71.0,66.0,1,4
138,138,70.0,71.0,66.0,0,6
139,139,69.0,71.0,66.0,0,6
140,140,68.5,71.0,66.0,0,6
141,141,66.0,71.0,66.0,1,6
142,142,64.5,71.0,66.0,1,6
143,143,63.0,71.0,66.0,1,6
144,144,71.0,71.0,66.0,0,2
145,145,67.0,71.0,66.0,1,2
146,146,76.0,71.0,66.0,0,5
147,147,72.0,71.0,66.0,0,5
148,148,71.0,71.0,66.0,0,5
149,149,66.0,71.0,66.0,0,5
150,150,66.0,71.0,66.0,1,5
151,151,70.5,71.7,65.5,0,1
152,152,72.0,71.0,65.5,0,6
153,153,72.0,71.0,65.5,0,6
154,154,71.0,71.0,65.5,0,6
155,155,69.0,71.0,65.5,0,6
156,156,66.0,71.0,65.5,1,6
157,157,65.0,71.0,65.5,1,6
158,158,73.0,71.5,65.5,0,2
159,159,65.2,71.5,65.5,1,2
160,160,68.5,71.5,65.0,0,2
161,161,67.7,71.5,65.0,0,2
162,162,68.0,71.0,65.0,0,3
163,163,68.0,71.0,65.0,0,3
164,164,62.0,71.0,65.0,1,3
165,165,68.0,71.0,64.0,1,8
166,166,68.0,71.0,64.0,1,8
167,167,67.5,71.0,64.0,1,8
168,168,66.5,71.0,64.0,1,8
169,169,66.5,71.0,64.0,1,8
170,170,66.0,71.0,64.0,1,8
171,171,65.5,71.0,64.0,1,8
172,172,65.0,71.0,64.0,1,8
173,173,72.0,71.7,64.5,0,4
174,174,71.0,71.7,64.5,0,4
175,175,70.5,71.7,64.5,0,4
176,176,67.0,71.7,64.5,1,4
177,177,68.0,71.0,64.0,0,3
178,178,68.0,71.0,64.0,0,3
179,179,68.0,71.0,64.0,0,3
180,180,72.0,71.5,64.5,0,7
181,181,71.0,71.5,64.5,0,7
182,182,70.0,71.5,64.5,0,7
183,183,66.0,71.5,64.5,1,7
184,184,64.5,71.5,64.5,1,7
185,185,64.5,71.5,64.5,1,7
186,186,62.0,71.5,64.5,1,7
187,187,67.5,71.2,63.0,1,2
188,188,64.5,71.2,63.0,1,2
189,189,71.0,71.0,63.5,0,5
190,190,67.0,71.0,63.5,0,5
191,191,66.0,71.0,63.5,1,5
192,192,65.0,71.0,63.5,1,5
193,193,63.5,71.0,63.5,1,5
194,194,71.0,71.0,63.0,0,9
195,195,70.0,71.0,63.0,0,9
196,196,70.0,71.0,63.0,0,9
197,197,64.0,71.0,63.0,0,9
198,198,65.0,71.0,63.0,1,9
199,199,65.0,71.0,63.0,1,9
200,200,64.0,71.0,63.0,1,9
201,201,63.0,71.0,63.0,1,9
202,202,63.0,71.0,63.0,1,9
203,203,71.0,71.0,63.0,0,4
204,204,71.0,71.0,63.0,0,4
205,205,70.0,71.0,63.0,0,4
206,206,63.5,71.0,63.0,1,4
207,207,71.0,71.0,62.0,0,5
208,208,70.0,71.0,62.0,0,5
209,209,64.5,71.0,62.0,1,5
210,210,62.5,71.0,62.0,1,5
211,211,61.5,71.0,62.0,1,5
212,212,72.0,71.0,62.0,0,5
213,213,70.5,71.0,62.0,0,5
214,214,70.5,71.0,62.0,0,5
215,215,64.5,71.0,62.0,1,5
216,216,60.0,71.0,62.0,1,5
217,217,70.0,71.0,62.5,0,5
218,218,64.0,71.0,62.5,1,5
219,219,64.0,71.0,62.5,1,5
220,220,64.0,71.0,62.5,1,5
221,221,62.5,71.0,62.5,1,5
222,222,70.5,71.0,62.0,0,7
223,223,70.0,71.0,62.0,0,7
224,224,69.0,71.0,62.0,0,7
225,225,69.0,71.0,62.0,0,7
226,226,66.0,71.0,62.0,0,7
227,227,64.5,71.0,62.0,1,7
228,228,64.0,71.0,62.0,1,7
229,229,62.0,71.0,61.0,1,1
230,230,71.5,71.0,58.0,0,2
231,231,69.0,71.0,58.0,0,2
232,232,71.0,70.0,69.0,0,4
233,233,70.0,70.0,69.0,0,4
234,234,69.0,70.0,69.0,0,4
235,235,69.0,70.0,69.0,1,4
236,236,70.0,70.0,69.0,0,6
237,237,68.7,70.0,69.0,0,6
238,238,68.0,70.0,69.0,1,6
239,239,66.0,70.0,69.0,1,6
240,240,64.0,70.0,69.0,1,6
241,241,62.0,70.0,69.0,1,6
242,242,75.0,70.0,68.0,0,1
243,243,70.0,70.0,67.0,0,5
244,244,69.0,70.0,67.0,0,5
245,245,66.0,70.0,67.0,1,5
246,246,64.0,70.0,67.0,1,5
247,247,60.0,70.0,67.0,1,5
248,248,67.5,70.0,67.0,1,1
249,249,73.0,70.0,66.5,0,11
250,250,72.0,70.0,66.5,0,11
251,251,72.0,70.0,66.5,0,11
252,252,66.5,70.0,66.5,0,11
253,253,69.2,70.0,66.5,1,11
254,254,67.2,70.0,66.5,1,11
255,255,66.5,70.0,66.5,1,11
256,256,66.0,70.0,66.5,1,11
257,257,66.0,70.0,66.5,1,11
258,258,64.2,70.0,66.5,1,11
259,259,63.7,70.0,66.5,1,11
260,260,72.0,70.5,65.0,0,4
261,261,70.2,70.5,65.0,0,4
262,262,69.0,70.5,65.0,0,4
263,263,68.5,70.5,65.0,0,4
264,264,68.0,70.5,65.0,1,5
265,265,65.0,70.5,65.0,1,5
266,266,61.5,70.5,65.0,1,5
267,267,61.0,70.5,65.0,1,5
268,268,61.0,70.5,65.0,1,5
269,269,73.0,70.0,65.0,0,8
270,270,72.0,70.0,65.0,0,8
271,271,70.5,70.0,65.0,0,8
272,272,65.0,70.0,65.0,0,8
273,273,65.0,70.0,65.0,0,8
274,274,64.5,70.0,65.0,1,8
275,275,63.0,70.0,65.0,1,8
276,276,62.0,70.0,65.0,1,8
277,277,67.0,70.0,65.0,0,5
278,278,65.0,70.0,65.0,0,5
279,279,64.5,70.0,65.0,1,5
280,280,62.5,70.0,65.0,1,5
281,281,62.5,70.0,65.0,1,5
282,282,70.0,70.0,65.0,0,6
283,283,70.0,70.0,65.0,0,6
284,284,67.0,70.0,65.0,1,6
285,285,65.0,70.0,65.0,1,6
286,286,65.0,70.0,65.0,1,6
287,287,63.0,70.0,65.0,1,6
288,288,79.0,70.0,65.0,0,7
289,289,75.0,70.0,65.0,0,7
290,290,71.0,70.0,65.0,0,7
291,291,69.0,70.0,65.0,1,7
292,292,67.0,70.0,65.0,1,7
293,293,65.7,70.0,65.0,1,7
294,294,62.0,70.0,65.0,1,7
295,295,73.0,70.0,65.0,0,3
296,296,72.5,70.0,65.0,0,3
297,297,65.0,70.0,65.0,1,3
298,298,69.0,70.0,65.0,0,2
299,299,69.0,70.0,65.0,0,2
300,300,72.0,70.0,64.7,0,7
301,301,70.0,70.0,64.7,0,7
302,302,68.7,70.0,64.7,0,7
303,303,66.5,70.0,64.7,1,7
304,304,65.5,70.0,64.7,1,7
305,305,64.7,70.0,64.7,1,7
306,306,64.5,70.0,64.7,1,7
307,307,70.7,70.0,64.0,0,7
308,308,70.0,70.0,64.0,0,7
309,309,68.0,70.0,64.0,0,7
310,310,67.0,70.0,64.0,0,7
311,311,66.0,70.0,64.0,0,7
312,312,65.0,70.0,64.0,0,7
313,313,67.0,70.0,64.0,1,7
314,314,70.0,70.0,64.0,0,4
315,315,68.0,70.0,64.0,0,4
316,316,66.7,70.0,64.0,0,4
317,317,65.5,70.0,64.0,1,4
318,318,72.0,70.0,64.2,0,5
319,319,70.0,70.0,64.2,0,5
320,320,62.5,70.0,64.2,1,5
321,321,61.2,70.0,64.2,1,5
322,322,60.1,70.0,64.2,1,5
323,323,74.0,70.5,64.0,0,8
324,324,69.5,70.5,64.0,0,8
325,325,69.0,70.5,64.0,0,8
326,326,68.0,70.5,64.0,0,8
327,327,68.0,70.5,64.0,0,8
328,328,68.0,70.5,64.0,0,8
329,329,65.5,70.5,64.0,1,8
330,330,65.0,70.5,64.0,1,8
331,331,60.0,70.5,64.5,1,1
332,332,68.0,70.0,64.0,0,4
333,333,65.0,70.0,64.0,1,4
334,334,64.0,70.0,64.0,1,4
335,335,62.0,70.0,64.0,1,4
336,336,71.0,70.0,64.0,0,9
337,337,70.0,70.0,64.0,0,9
338,338,70.0,70.0,64.0,0,9
339,339,70.0,70.0,64.0,0,9
340,340,69.5,70.0,64.0,0,9
341,341,68.5,70.0,64.0,0,9
342,342,69.0,70.0,64.0,1,9
343,343,65.0,70.0,64.0,1,9
344,344,64.0,70.0,64.0,1,9
345,345,70.0,70.0,63.7,0,8
346,346,67.0,70.0,63.7,0,8
347,347,65.5,70.0,63.7,0,8
348,348,63.7,70.0,63.7,1,8
349,349,63.2,70.0,63.7,1,8
350,350,62.5,70.0,63.7,1,8
351,351,62.2,70.0,63.7,1,8
352,352,61.0,70.0,63.7,1,8
353,353,72.5,70.5,63.0,0,5
354,354,69.0,70.5,63.0,0,5
355,355,67.0,70.5,63.0,0,5
356,356,64.5,70.5,63.0,1,5
357,357,64.0,70.5,63.0,1,5
358,358,71.0,70.0,63.5,0,4
359,359,67.5,70.0,63.5,0,4
360,360,67.5,70.0,63.5,1,4
361,361,63.5,70.0,63.5,1,4
362,362,68.0,70.0,63.0,0,4
363,363,67.0,70.0,63.0,0,4
364,364,63.7,70.0,63.0,1,4
365,365,62.0,70.0,63.0,1,4
366,366,70.0,70.0,63.0,0,4
367,367,66.5,70.0,63.0,0,4
368,368,62.0,70.0,63.0,1,4
369,369,61.0,70.0,63.0,1,4
370,370,72.0,70.5,62.0,0,8
371,371,70.0,70.5,62.0,0,8
372,372,69.5,70.5,62.0,0,8
373,373,69.5,70.5,62.0,0,8
374,374,68.0,70.5,62.0,0,8
375,375,65.0,70.5,62.0,1,8
376,376,64.0,70.5,62.0,1,8
377,377,63.0,70.5,62.0,1,8
378,378,70.7,70.3,62.7,0,7
379,379,69.7,70.3,62.7,0,7
380,380,69.2,70.3,62.7,0,7
381,381,65.2,70.3,62.7,0,7
382,382,64.0,70.3,62.7,1,7
383,383,63.5,70.3,62.7,1,7
384,384,63.2,70.3,62.7,1,7
385,385,72.0,70.5,62.0,0,3
386,386,72.0,70.5,62.0,0,3
387,387,60.0,70.5,62.0,1,3
388,388,71.2,70.0,61.0,0,2
389,389,67.0,70.0,61.0,0,2
390,390,67.0,70.0,60.0,0,4
391,391,64.5,70.0,60.0,0,4
392,392,65.0,70.0,60.0,1,4
393,393,63.0,70.0,60.0,1,4
394,394,65.0,70.0,60.0,1,2
395,395,65.0,70.0,60.0,1,2
396,396,71.5,70.0,58.5,0,3
397,397,64.5,70.0,58.5,0,3
398,398,63.0,70.0,58.5,1,3
399,399,72.0,70.0,58.0,0,5
400,400,66.0,70.0,58.0,0,5
401,401,66.0,70.0,58.0,1,5
402,402,65.0,70.0,58.0,1,5
403,403,63.0,70.0,58.0,1,5
404,404,75.0,69.0,68.5,0,10
405,405,71.0,69.0,68.5,0,10
406,406,70.0,69.0,68.5,0,10
407,407,66.0,69.0,68.5,1,10
408,408,66.0,69.0,68.5,1,10
409,409,65.5,69.0,68.5,1,10
410,410,65.0,69.0,68.5,1,10
411,411,65.0,69.0,68.5,1,10
412,412,64.0,69.0,68.5,1,10
413,413,64.0,69.0,68.5,1,10
414,414,64.0,69.0,67.0,1,1
415,415,73.0,69.0,66.0,0,8
416,416,72.0,69.0,66.0,0,8
417,417,71.7,69.0,66.0,0,8
418,418,71.5,69.0,66.0,0,8
419,419,65.5,69.0,66.0,1,8
420,420,65.0,69.0,66.0,1,8
421,421,62.7,69.0,66.0,1,8
422,422,62.5,69.0,66.0,1,8
423,423,71.2,69.0,66.0,0,3
424,424,71.0,69.0,66.0,0,3
425,425,70.0,69.0,66.0,0,3
426,426,75.0,69.0,66.7,0,6
427,427,74.0,69.0,66.7,0,6
428,428,72.0,69.0,66.7,0,6
429,429,68.5,69.0,66.7,0,6
430,430,67.0,69.0,66.7,0,6
431,431,66.0,69.0,66.7,0,6
432,432,70.0,69.0,66.0,0,6
433,433,68.5,69.0,66.0,0,6
434,434,68.0,69.0,66.0,0,6
435,435,65.0,69.0,66.0,1,6
436,436,63.0,69.0,66.0,1,6
437,437,62.5,69.0,66.0,1,6
438,438,73.0,69.0,66.5,0,5
439,439,71.0,69.0,66.5,0,5
440,440,70.5,69.0,66.5,0,5
441,441,70.5,69.0,66.5,0,5
442,442,61.0,69.0,66.5,1,5
443,443,70.5,69.5,66.5,0,4
444,444,67.5,69.5,66.5,0,4
445,445,64.5,69.5,66.5,1,4
446,446,64.0,69.5,66.5,1,4
447,447,71.0,69.0,66.5,0,6
448,448,68.5,69.0,66.5,1,6
449,449,67.5,69.0,66.5,1,6
450,450,66.0,69.0,66.5,1,6
451,451,63.0,69.0,66.5,1,6
452,452,63.0,69.0,66.5,1,6
453,453,71.0,69.5,66.0,0,7
454,454,71.0,69.5,66.0,0,7
455,455,70.5,69.5,66.0,0,7
456,456,70.5,69.5,66.0,0,7
457,457,66.5,69.5,66.0,1,7
458,458,65.5,69.5,66.0,1,7
459,459,64.5,69.5,66.0,1,7
460,460,73.0,69.0,66.0,0,9
461,461,72.0,69.0,66.0,0,9
462,462,69.0,69.0,66.0,0,9
463,463,69.0,69.0,66.0,0,9
464,464,66.5,69.0,66.0,1,9
465,465,65.5,69.0,66.0,1,9
466,466,65.5,69.0,66.0,1,9
467,467,65.0,69.0,66.0,1,9
468,468,64.0,69.0,66.0,1,9
469,469,70.0,69.0,65.0,0,7
470,470,68.5,69.0,65.0,0,7
471,471,67.0,69.0,65.0,0,7
472,472,65.0,69.0,65.0,1,7
473,473,64.0,69.0,65.0,1,7
474,474,63.5,69.0,65.0,1,7
475,475,61.0,69.0,65.0,1,7
476,476,69.7,69.5,64.5,0,7
477,477,68.0,69.5,64.5,0,7
478,478,60.0,69.5,64.5,0,7
479,479,65.2,69.5,64.5,1,7
480,480,64.5,69.5,64.5,1,7
481,481,63.7,69.5,64.5,1,7
482,482,60.0,69.5,64.5,1,7
483,483,71.7,69.2,64.0,0,4
484,484,66.5,69.2,64.0,0,4
485,485,65.0,69.2,64.0,1,4
486,486,63.5,69.2,64.0,1,4
487,487,69.0,69.0,63.0,0,3
488,488,67.5,69.0,63.0,1,3
489,489,63.5,69.0,63.0,1,3
490,490,72.0,69.0,63.0,0,1
491,491,73.0,69.0,63.0,0,6
492,492,70.0,69.0,63.0,0,6
493,493,70.0,69.0,63.0,0,6
494,494,64.0,69.0,63.0,0,6
495,495,66.0,69.0,63.0,1,6
496,496,62.0,69.0,63.0,1,6
497,497,70.5,69.0,63.5,0,7
498,498,67.0,69.0,63.5,0,7
499,499,66.0,69.0,63.5,0,7
500,500,65.0,69.0,63.5,1,7
501,501,63.0,69.0,63.5,1,7
502,502,62.0,69.0,63.5,1,7
503,503,61.0,69.0,63.5,1,7
504,504,70.5,69.0,63.5,0,3
505,505,63.7,69.0,63.5,1,3
506,506,63.0,69.0,63.5,1,3
507,507,62.5,69.7,62.0,1,1
508,508,73.0,69.5,62.0,0,3
509,509,72.0,69.5,62.0,0,3
510,510,69.0,69.5,62.0,0,3
511,511,73.0,69.0,62.0,0,5
512,512,71.0,69.0,62.0,0,5
513,513,71.0,69.0,62.0,0,5
514,514,69.0,69.0,62.0,0,5
515,515,63.0,69.0,62.0,1,5
516,516,71.0,69.0,62.5,0,8
517,517,70.0,69.0,62.5,0,8
518,518,70.0,69.0,62.5,0,8
519,519,69.0,69.0,62.5,0,8
520,520,63.5,69.0,62.5,1,8
521,521,62.5,69.0,62.5,1,8
522,522,62.5,69.0,62.5,1,8
523,523,62.0,69.0,62.5,1,8
524,524,72.0,69.0,62.0,0,4
525,525,68.0,69.0,62.0,0,4
526,526,66.0,69.0,62.0,1,4
527,527,66.0,69.0,62.0,1,4
528,528,70.0,69.5,61.0,0,5
529,529,69.5,69.5,61.0,0,5
530,530,69.0,69.5,61.0,0,5
531,531,63.0,69.5,61.0,1,5
532,532,62.0,69.5,61.0,1,5
533,533,68.0,69.0,61.0,0,9
534,534,68.0,69.0,61.0,0,9
535,535,67.5,69.0,61.0,0,9
536,536,64.0,69.0,61.0,0,9
537,537,63.0,69.0,61.0,0,9
538,538,63.0,69.0,61.0,0,9
539,539,63.5,69.0,61.0,1,9
540,540,62.0,69.0,61.0,1,9
541,541,62.0,69.0,61.0,1,9
542,542,70.5,69.0,60.0,0,3
543,543,68.0,69.0,60.0,1,3
544,544,62.5,69.0,60.0,1,3
545,545,69.0,69.0,60.0,0,4
546,546,66.0,69.0,60.0,0,4
547,547,61.7,69.0,60.0,1,4
548,548,60.5,69.0,60.0,1,4
549,549,69.5,69.0,60.5,0,1
550,550,71.0,68.7,70.5,0,2
551,551,61.7,68.7,70.5,1,2
552,552,73.0,68.5,67.0,0,3
553,553,71.0,68.5,67.0,0,3
554,554,67.0,68.5,67.0,1,3
555,555,70.0,68.5,66.5,0,11
556,556,69.0,68.5,66.5,0,11
557,557,69.0,68.5,66.5,0,11
558,558,68.7,68.5,66.5,0,11
559,559,68.5,68.5,66.5,0,11
560,560,68.5,68.5,66.5,0,11
561,561,68.0,68.5,66.5,0,11
562,562,68.0,68.5,66.5,0,11
563,563,68.0,68.5,66.5,0,11
564,564,63.2,68.5,66.5,1,11
565,565,67.5,68.0,65.0,0,2
566,566,66.0,68.0,65.0,0,2
567,567,66.0,68.0,65.5,0,2
568,568,64.0,68.0,65.5,1,2
569,569,71.7,68.0,65.5,0,7
570,570,71.5,68.0,65.5,0,7
571,571,70.7,68.0,65.5,0,7
572,572,65.5,68.0,65.5,0,7
573,573,66.5,68.0,65.5,1,7
574,574,65.2,68.0,65.5,1,7
575,575,61.5,68.0,65.5,1,7
576,576,72.0,68.0,65.0,0,4
577,577,72.0,68.0,65.0,0,4
578,578,68.0,68.0,65.0,1,4
579,579,66.0,68.0,65.0,1,4
580,580,69.2,68.5,65.0,0,8
581,581,68.0,68.5,65.0,0,8
582,582,66.0,68.5,65.0,0,8
583,583,66.0,68.5,65.0,0,8
584,584,62.0,68.5,65.0,1,8
585,585,61.5,68.5,65.0,1,8
586,586,61.0,68.5,65.0,1,8
587,587,60.0,68.5,65.0,1,8
588,588,71.0,68.0,64.0,0,10
589,589,68.0,68.0,64.0,0,10
590,590,68.0,68.0,64.0,0,10
591,591,67.0,68.0,64.0,0,10
592,592,65.0,68.0,64.0,1,10
593,593,64.0,68.0,64.0,1,10
594,594,63.0,68.0,64.0,1,10
595,595,63.0,68.0,64.0,1,10
596,596,62.0,68.0,64.0,1,10
597,597,61.0,68.0,64.0,1,10
598,598,66.0,68.0,64.0,0,4
599,599,63.0,68.0,64.0,0,4
600,600,65.5,68.0,64.0,1,4
601,601,62.0,68.0,64.0,1,4
602,602,71.2,68.0,64.0,0,5
603,603,71.2,68.0,64.0,0,5
604,604,69.0,68.0,64.0,0,5
605,605,68.5,68.0,64.0,0,5
606,606,62.5,68.0,64.0,1,5
607,607,62.0,68.0,64.5,1,1
608,608,69.0,68.0,64.0,0,10
609,609,67.0,68.0,64.0,0,10
610,610,66.0,68.0,64.0,0,10
611,611,66.0,68.0,64.0,1,10
612,612,66.0,68.0,64.0,1,10
613,613,65.0,68.0,64.0,1,10
614,614,65.0,68.0,64.0,1,10
615,615,65.0,68.0,64.0,1,10
616,616,64.0,68.0,64.0,1,10
617,617,63.0,68.0,64.0,1,10
618,618,70.5,68.0,63.0,0,8
619,619,70.0,68.0,63.0,0,8
620,620,68.0,68.0,63.0,0,8
621,621,66.0,68.0,63.0,0,8
622,622,66.0,68.0,63.0,0,8
623,623,66.0,68.0,63.0,1,8
624,624,62.0,68.0,63.0,1,8
625,625,61.5,68.0,63.0,1,8
626,626,73.5,68.5,63.5,0,4
627,627,70.0,68.5,63.5,0,4
628,628,69.5,68.5,63.5,0,4
629,629,65.5,68.5,63.5,1,4
630,630,67.0,68.0,63.0,0,1
631,631,70.0,68.0,63.0,0,4
632,632,68.0,68.0,63.0,0,4
633,633,64.5,68.0,63.0,1,4
634,634,64.0,68.0,63.0,1,4
635,635,71.0,68.0,63.0,0,8
636,636,68.0,68.0,63.0,0,8
637,637,66.0,68.0,63.0,0,8
638,638,65.5,68.0,63.0,0,8
639,639,65.0,68.0,63.0,0,8
640,640,63.0,68.0,63.0,1,8
641,641,62.0,68.0,63.0,1,8
642,642,62.0,68.0,63.0,1,8
643,643,67.0,68.0,63.0,0,6
644,644,67.0,68.0,63.0,0,6
645,645,66.0,68.0,63.0,0,6
646,646,64.0,68.0,63.0,1,6
647,647,63.5,68.0,63.0,1,6
648,648,61.0,68.0,63.0,1,6
649,649,68.2,68.5,63.5,0,1
650,650,70.0,68.0,63.0,0,1
651,651,70.0,68.2,63.5,0,5
652,652,69.0,68.2,63.5,0,5
653,653,67.0,68.2,63.5,0,5
654,654,65.5,68.2,63.5,0,5
655,655,64.5,68.2,63.5,1,5
656,656,68.5,68.0,62.5,0,1
657,657,67.7,68.7,62.0,0,2
658,658,61.7,68.7,62.0,1,2
659,659,66.5,68.0,62.5,0,1
660,660,68.5,68.0,61.0,0,5
661,661,68.0,68.0,61.0,0,5
662,662,64.0,68.0,61.0,0,5
663,663,63.5,68.0,61.0,1,5
664,664,63.0,68.0,61.0,1,5
665,665,66.7,68.0,60.2,0,1
666,666,64.0,68.0,60.0,0,7
667,667,61.0,68.0,60.0,1,7
668,668,61.0,68.0,60.0,1,7
669,669,60.0,68.0,60.0,1,7
670,670,60.0,68.0,60.0,1,7
671,671,60.0,68.0,60.0,1,7
672,672,56.0,68.0,60.0,1,7
673,673,67.5,68.0,60.0,0,4
674,674,67.0,68.0,60.0,0,4
675,675,66.5,68.0,60.0,0,4
676,676,60.0,68.0,60.0,1,4
677,677,69.0,68.5,59.0,0,1
678,678,68.0,68.0,59.0,0,10
679,679,65.0,68.0,59.0,0,10
680,680,64.7,68.0,59.0,0,10
681,681,64.0,68.0,59.0,0,10
682,682,64.0,68.0,59.0,0,10
683,683,63.0,68.0,59.0,0,10
684,684,65.0,68.0,59.0,1,10
685,685,65.0,68.0,59.0,1,10
686,686,62.0,68.0,59.0,1,10
687,687,61.0,68.0,59.0,1,10
688,688,72.7,67.0,66.2,0,5
689,689,72.7,67.0,66.2,0,5
690,690,71.5,67.0,66.2,0,5
691,691,65.5,67.0,66.2,1,5
692,692,63.5,67.0,66.2,1,5
693,693,71.0,67.0,66.5,0,1
694,694,69.7,67.0,65.0,0,6
695,695,67.5,67.0,65.0,0,6
696,696,65.5,67.0,65.0,1,6
